"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2018"	"2018"	2544	39557045	6.431
	"California"	"06"	"2019"	"2019"	3364	39512223	8.514
	"California"	"06"	"2020 "	"2020"	5664	39368078	14.387
	"Colorado"	"08"	"1999"	"1999"	169	4226018	3.999
	"Colorado"	"08"	"2000"	"2000"	184	4301261	4.278
	"Colorado"	"08"	"2001"	"2001"	204	4425687	4.609
	"Colorado"	"08"	"2002"	"2002"	206	4490406	4.588
	"Colorado"	"08"	"2003"	"2003"	229	4528732	5.057
	"Colorado"	"08"	"2004"	"2004"	233	4575013	5.093
	"Colorado"	"08"	"2005"	"2005"	310	4631888	6.693
	"Colorado"	"08"	"2006"	"2006"	337	4720423	7.139
	"Colorado"	"08"	"2007"	"2007"	368	4803868	7.660
	"Colorado"	"08"	"2008"	"2008"	365	4889730	7.465
	"Colorado"	"08"	"2009"	"2009"	412	4972195	8.286
	"Colorado"	"08"	"2010"	"2010"	325	5029196	6.462
	"Colorado"	"08"	"2011"	"2011"	423	5116796	8.267
	"Colorado"	"08"	"2012"	"2012"	415	5187582	8.000
	"Colorado"	"08"	"2013"	"2013"	443	5268367	8.409
	"Colorado"	"08"	"2014"	"2014"	532	5355866	9.933
	"Colorado"	"08"	"2015"	"2015"	512	5456574	9.383
	"Colorado"	"08"	"2016"	"2016"	560	5540545	10.107
	"Colorado"	"08"	"2017"	"2017"	600	5607154	10.701
	"Colorado"	"08"	"2018"	"2018"	602	5695564	10.570
	"Colorado"	"08"	"2019"	"2019"	676	5758736	11.739
	"Colorado"	"08"	"2020 "	"2020"	1012	5807719	17.425
	"Connecticut"	"09"	"1999"	"1999"	158	3386401	4.666
	"Connecticut"	"09"	"2000"	"2000"	173	3405565	5.080
	"Connecticut"	"09"	"2001"	"2001"	158	3432835	4.603
	"Connecticut"	"09"	"2002"	"2002"	174	3458749	5.031
	"Connecticut"	"09"	"2003"	"2003"	168	3484336	4.822
	"Connecticut"	"09"	"2004"	"2004"	196	3496094	5.606
	"Connecticut"	"09"	"2005"	"2005"	175	3506956	4.990
	"Connecticut"	"09"	"2006"	"2006"	238	3517460	6.766
	"Connecticut"	"09"	"2007"	"2007"	249	3527270	7.059
	"Connecticut"	"09"	"2008"	"2008"	233	3545579	6.572
	"Connecticut"	"09"	"2009"	"2009"	220	3561807	6.177
	"Connecticut"	"09"	"2010"	"2010"	225	3574097	6.295
	"Connecticut"	"09"	"2011"	"2011"	213	3580709	5.949
	"Connecticut"	"09"	"2012"	"2012"	202	3590347	5.626
	"Connecticut"	"09"	"2013"	"2013"	442	3596080	12.291
	"Connecticut"	"09"	"2014"	"2014"	531	3596677	14.764
	"Connecticut"	"09"	"2015"	"2015"	692	3590886	19.271
	"Connecticut"	"09"	"2016"	"2016"	868	3576452	24.270
	"Connecticut"	"09"	"2017"	"2017"	967	3588184	26.950
	"Connecticut"	"09"	"2018"	"2018"	961	3572665	26.899
	"Connecticut"	"09"	"2019"	"2019"	1119	3565287	31.386
	"Connecticut"	"09"	"2020 "	"2020"	1261	3557006	35.451
	"Delaware"	"10"	"1999"	"1999"	32	774990	4.129
	"Delaware"	"10"	"2000"	"2000"	36	783600	4.594
	"Delaware"	"10"	"2001"	"2001"	40	795699	5.027
	"Delaware"	"10"	"2002"	"2002"	54	806169	6.698
	"Delaware"	"10"	"2003"	"2003"	46	818003	5.623
	"Delaware"	"10"	"2004"	"2004"	38	830803	4.574
	"Delaware"	"10"	"2005"	"2005"	33	845150	3.905
	"Delaware"	"10"	"2006"	"2006"	42	859268	4.888
	"Delaware"	"10"	"2007"	"2007"	52	871749	5.965
	"Delaware"	"10"	"2008"	"2008"	68	883874	7.693
	"Delaware"	"10"	"2009"	"2009"	93	891730	10.429
	"Delaware"	"10"	"2010"	"2010"	116	897934	12.919
	"Delaware"	"10"	"2011"	"2011"	115	907135	12.677
	"Delaware"	"10"	"2012"	"2012"	86	917092	9.377
	"Delaware"	"10"	"2013"	"2013"	115	925749	12.422
	"Delaware"	"10"	"2014"	"2014"	125	935614	13.360
	"Delaware"	"10"	"2015"	"2015"	138	945934	14.589
	"Delaware"	"10"	"2016"	"2016"	159	952065	16.701
	"Delaware"	"10"	"2017"	"2017"	256	961939	26.613
	"Delaware"	"10"	"2018"	"2018"	358	967171	37.015
	"Delaware"	"10"	"2019"	"2019"	390	973764	40.051
	"Delaware"	"10"	"2020 "	"2020"	413	986809	41.852
	"District of Columbia"	"11"	"1999"	"1999"	28	570213	4.910
	"District of Columbia"	"11"	"2000"	"2000"	43	572059	7.517
	"District of Columbia"	"11"	"2001"	"2001"	48	574504	8.355
	"District of Columbia"	"11"	"2002"	"2002"	29	573158	5.060
	"District of Columbia"	"11"	"2003"	"2003"	60	568502	10.554
	"District of Columbia"	"11"	"2004"	"2004"	53	567754	9.335
	"District of Columbia"	"11"	"2005"	"2005"	45	567136	7.935
	"District of Columbia"	"11"	"2006"	"2006"	62	570681	10.864
	"District of Columbia"	"11"	"2007"	"2007"	29	574404	5.049
	"District of Columbia"	"11"	"2008"	"2008"	33	580236	5.687
	"District of Columbia"	"11"	"2009"	"2009"	13	592228	Unreliable
	"District of Columbia"	"11"	"2010"	"2010"	36	601723	5.983
	"District of Columbia"	"11"	"2011"	"2011"	57	617996	9.223
	"District of Columbia"	"11"	"2012"	"2012"	45	632323	7.117
	"District of Columbia"	"11"	"2013"	"2013"	60	646449	9.281
	"District of Columbia"	"11"	"2014"	"2014"	65	658893	9.865
	"District of Columbia"	"11"	"2015"	"2015"	100	672228	14.876
	"District of Columbia"	"11"	"2016"	"2016"	213	681170	31.270
	"District of Columbia"	"11"	"2017"	"2017"	246	693972	35.448
	"District of Columbia"	"11"	"2018"	"2018"	192	702455	27.333
	"District of Columbia"	"11"	"2019"	"2019"	247	705749	34.998
	"District of Columbia"	"11"	"2020 "	"2020"	340	712816	47.698
	"Florida"	"12"	"1999"	"1999"	417	15759421	2.646
	"Florida"	"12"	"2000"	"2000"	571	15982378	3.573
	"Florida"	"12"	"2001"	"2001"	890	16356966	5.441
	"Florida"	"12"	"2002"	"2002"	1001	16689370	5.998
	"Florida"	"12"	"2003"	"2003"	1080	17004085	6.351
	"Florida"	"12"	"2004"	"2004"	1258	17415318	7.224
	"Florida"	"12"	"2005"	"2005"	1151	17842038	6.451
	"Florida"	"12"	"2006"	"2006"	1323	18166990	7.282
	"Florida"	"12"	"2007"	"2007"	1519	18367842	8.270
	"Florida"	"12"	"2008"	"2008"	1523	18527305	8.220
	"Florida"	"12"	"2009"	"2009"	1654	18652644	8.867
	"Florida"	"12"	"2010"	"2010"	1739	18801310	9.249
	"Florida"	"12"	"2011"	"2011"	1637	19057542	8.590
	"Florida"	"12"	"2012"	"2012"	1383	19317568	7.159
	"Florida"	"12"	"2013"	"2013"	1327	19552860	6.787
	"Florida"	"12"	"2014"	"2014"	1446	19893297	7.269
	"Florida"	"12"	"2015"	"2015"	1886	20271272	9.304
	"Florida"	"12"	"2016"	"2016"	2847	20612439	13.812
	"Florida"	"12"	"2017"	"2017"	3313	20984400	15.788
	"Florida"	"12"	"2018"	"2018"	3260	21299325	15.306
	"Florida"	"12"	"2019"	"2019"	3843	21477737	17.893
	"Florida"	"12"	"2020 "	"2020"	5556	21733312	25.564
	"Georgia"	"13"	"1999"	"1999"	85	8045965	1.056
	"Georgia"	"13"	"2000"	"2000"	134	8186453	1.637
	"Georgia"	"13"	"2001"	"2001"	199	8377038	2.376
	"Georgia"	"13"	"2002"	"2002"	223	8508256	2.621
	"Georgia"	"13"	"2003"	"2003"	247	8622793	2.865
	"Georgia"	"13"	"2004"	"2004"	269	8769252	3.068
	"Georgia"	"13"	"2005"	"2005"	312	8925922	3.495
	"Georgia"	"13"	"2006"	"2006"	344	9155813	3.757
	"Georgia"	"13"	"2007"	"2007"	404	9349988	4.321
	"Georgia"	"13"	"2008"	"2008"	417	9504843	4.387
	"Georgia"	"13"	"2009"	"2009"	504	9620846	5.239
	"Georgia"	"13"	"2010"	"2010"	550	9687653	5.677
	"Georgia"	"13"	"2011"	"2011"	549	9815210	5.593
	"Georgia"	"13"	"2012"	"2012"	551	9919945	5.554
	"Georgia"	"13"	"2013"	"2013"	539	9992167	5.394
	"Georgia"	"13"	"2014"	"2014"	724	10097343	7.170
	"Georgia"	"13"	"2015"	"2015"	877	10214860	8.586
	"Georgia"	"13"	"2016"	"2016"	944	10310371	9.156
	"Georgia"	"13"	"2017"	"2017"	1056	10429379	10.125
	"Georgia"	"13"	"2018"	"2018"	904	10519475	8.594
	"Georgia"	"13"	"2019"	"2019"	902	10617423	8.495
	"Georgia"	"13"	"2020 "	"2020"	1342	10710017	12.530
	"Hawaii"	"15"	"1999"	"1999"	33	1210300	2.727
	"Hawaii"	"15"	"2000"	"2000"	31	1211537	2.559
	"Hawaii"	"15"	"2001"	"2001"	39	1225948	3.181
	"Hawaii"	"15"	"2002"	"2002"	48	1239613	3.872
	"Hawaii"	"15"	"2003"	"2003"	47	1251154	3.757
	"Hawaii"	"15"	"2004"	"2004"	64	1273569	5.025
	"Hawaii"	"15"	"2005"	"2005"	75	1292729	5.802
	"Hawaii"	"15"	"2006"	"2006"	67	1309731	5.116
	"Hawaii"	"15"	"2007"	"2007"	82	1315675	6.233
	"Hawaii"	"15"	"2008"	"2008"	58	1332213	4.354
	"Hawaii"	"15"	"2009"	"2009"	59	1346717	4.381
	"Hawaii"	"15"	"2010"	"2010"	77	1360301	5.661
	"Hawaii"	"15"	"2011"	"2011"	78	1374810	5.674
	"Hawaii"	"15"	"2012"	"2012"	64	1392313	4.597
	"Hawaii"	"15"	"2013"	"2013"	70	1404054	4.986
	"Hawaii"	"15"	"2014"	"2014"	62	1419561	4.368
	"Hawaii"	"15"	"2015"	"2015"	65	1431603	4.540
	"Hawaii"	"15"	"2016"	"2016"	82	1428557	5.740
	"Hawaii"	"15"	"2017"	"2017"	55	1427538	3.853
	"Hawaii"	"15"	"2018"	"2018"	61	1420491	4.294
	"Hawaii"	"15"	"2019"	"2019"	56	1415872	3.955
	"Hawaii"	"15"	"2020 "	"2020"	74	1407006	5.259
	"Idaho"	"16"	"1999"	"1999"	32	1275674	2.508
	"Idaho"	"16"	"2000"	"2000"	29	1293953	2.241
	"Idaho"	"16"	"2001"	"2001"	51	1319962	3.864
	"Idaho"	"16"	"2002"	"2002"	45	1340372	3.357
	"Idaho"	"16"	"2003"	"2003"	55	1363380	4.034
	"Idaho"	"16"	"2004"	"2004"	48	1391802	3.449
	"Idaho"	"16"	"2005"	"2005"	52	1428241	3.641
	"Idaho"	"16"	"2006"	"2006"	71	1468669	4.834
	"Idaho"	"16"	"2007"	"2007"	64	1505105	4.252
	"Idaho"	"16"	"2008"	"2008"	75	1534320	4.888
	"Idaho"	"16"	"2009"	"2009"	66	1554439	4.246
	"Idaho"	"16"	"2010"	"2010"	81	1567582	5.167
	"Idaho"	"16"	"2011"	"2011"	80	1584985	5.047
	"Idaho"	"16"	"2012"	"2012"	61	1595728	3.823
	"Idaho"	"16"	"2013"	"2013"	81	1612136	5.024
	"Idaho"	"16"	"2014"	"2014"	80	1634464	4.895
	"Idaho"	"16"	"2015"	"2015"	91	1654930	5.499
	"Idaho"	"16"	"2016"	"2016"	122	1683140	7.248
	"Idaho"	"16"	"2017"	"2017"	108	1716943	6.290
	"Idaho"	"16"	"2018"	"2018"	126	1754208	7.183
	"Idaho"	"16"	"2019"	"2019"	142	1787065	7.946
	"Idaho"	"16"	"2020 "	"2020"	162	1826913	8.867
	"Illinois"	"17"	"1999"	"1999"	544	12359020	4.402
	"Illinois"	"17"	"2000"	"2000"	629	12419293	5.065
	"Illinois"	"17"	"2001"	"2001"	583	12488445	4.668
	"Illinois"	"17"	"2002"	"2002"	612	12525556	4.886
	"Illinois"	"17"	"2003"	"2003"	504	12556006	4.014
	"Illinois"	"17"	"2004"	"2004"	575	12589773	4.567
	"Illinois"	"17"	"2005"	"2005"	647	12609903	5.131
	"Illinois"	"17"	"2006"	"2006"	929	12643955	7.347
	"Illinois"	"17"	"2007"	"2007"	739	12695866	5.821
	"Illinois"	"17"	"2008"	"2008"	895	12747038	7.021
	"Illinois"	"17"	"2009"	"2009"	933	12796778	7.291
	"Illinois"	"17"	"2010"	"2010"	921	12830632	7.178
	"Illinois"	"17"	"2011"	"2011"	955	12869257	7.421
	"Illinois"	"17"	"2012"	"2012"	1204	12875255	9.351
	"Illinois"	"17"	"2013"	"2013"	1139	12882135	8.842
	"Illinois"	"17"	"2014"	"2014"	1263	12880580	9.805
	"Illinois"	"17"	"2015"	"2015"	1440	12859995	11.198
	"Illinois"	"17"	"2016"	"2016"	2012	12801539	15.717
	"Illinois"	"17"	"2017"	"2017"	2251	12802023	17.583
	"Illinois"	"17"	"2018"	"2018"	2215	12741080	17.385
	"Illinois"	"17"	"2019"	"2019"	2281	12671821	18.001
	"Illinois"	"17"	"2020 "	"2020"	3014	12587530	23.944
	"Indiana"	"18"	"1999"	"1999"	49	6044969	0.811
	"Indiana"	"18"	"2000"	"2000"	47	6080485	0.773
	"Indiana"	"18"	"2001"	"2001"	78	6127760	1.273
	"Indiana"	"18"	"2002"	"2002"	74	6155967	1.202
	"Indiana"	"18"	"2003"	"2003"	140	6196638	2.259
	"Indiana"	"18"	"2004"	"2004"	150	6233007	2.407
	"Indiana"	"18"	"2005"	"2005"	169	6278616	2.692
	"Indiana"	"18"	"2006"	"2006"	188	6332669	2.969
	"Indiana"	"18"	"2007"	"2007"	251	6379599	3.934
	"Indiana"	"18"	"2008"	"2008"	324	6424806	5.043
	"Indiana"	"18"	"2009"	"2009"	339	6459325	5.248
	"Indiana"	"18"	"2010"	"2010"	300	6483802	4.627
	"Indiana"	"18"	"2011"	"2011"	375	6516922	5.754
	"Indiana"	"18"	"2012"	"2012"	397	6537334	6.073
	"Indiana"	"18"	"2013"	"2013"	387	6570902	5.890
	"Indiana"	"18"	"2014"	"2014"	489	6596855	7.413
	"Indiana"	"18"	"2015"	"2015"	564	6619680	8.520
	"Indiana"	"18"	"2016"	"2016"	828	6633053	12.483
	"Indiana"	"18"	"2017"	"2017"	1211	6666818	18.165
	"Indiana"	"18"	"2018"	"2018"	1142	6691878	17.065
	"Indiana"	"18"	"2019"	"2019"	1296	6732219	19.251
	"Indiana"	"18"	"2020 "	"2020"	1960	6754953	29.016
	"Iowa"	"19"	"1999"	"1999"	15	2917634	Unreliable
	"Iowa"	"19"	"2000"	"2000"	19	2926324	Unreliable
	"Iowa"	"19"	"2001"	"2001"	29	2931997	0.989
	"Iowa"	"19"	"2002"	"2002"	41	2934234	1.397
	"Iowa"	"19"	"2003"	"2003"	43	2941999	1.462
	"Iowa"	"19"	"2004"	"2004"	65	2953635	2.201
	"Iowa"	"19"	"2005"	"2005"	74	2964454	2.496
	"Iowa"	"19"	"2006"	"2006"	101	2982644	3.386
	"Iowa"	"19"	"2007"	"2007"	112	2999212	3.734
	"Iowa"	"19"	"2008"	"2008"	138	3016734	4.574
	"Iowa"	"19"	"2009"	"2009"	148	3032870	4.880
	"Iowa"	"19"	"2010"	"2010"	163	3046355	5.351
	"Iowa"	"19"	"2011"	"2011"	183	3062309	5.976
	"Iowa"	"19"	"2012"	"2012"	185	3074186	6.018
	"Iowa"	"19"	"2013"	"2013"	190	3090416	6.148
	"Iowa"	"19"	"2014"	"2014"	170	3107126	5.471
	"Iowa"	"19"	"2015"	"2015"	183	3123899	5.858
	"Iowa"	"19"	"2016"	"2016"	195	3134693	6.221
	"Iowa"	"19"	"2017"	"2017"	214	3145711	6.803
	"Iowa"	"19"	"2018"	"2018"	151	3156145	4.784
	"Iowa"	"19"	"2019"	"2019"	174	3155070	5.515
	"Iowa"	"19"	"2020 "	"2020"	235	3163561	7.428
	"Kansas"	"20"	"1999"	"1999"	26	2678338	0.971
	"Kansas"	"20"	"2000"	"2000"	23	2688418	0.856
	"Kansas"	"20"	"2001"	"2001"	47	2702162	1.739
	"Kansas"	"20"	"2002"	"2002"	87	2713535	3.206
	"Kansas"	"20"	"2003"	"2003"	78	2723004	2.864
	"Kansas"	"20"	"2004"	"2004"	118	2734373	4.315
	"Kansas"	"20"	"2005"	"2005"	112	2745299	4.080
	"Kansas"	"20"	"2006"	"2006"	127	2762931	4.597
	"Kansas"	"20"	"2007"	"2007"	128	2783785	4.598
	"Kansas"	"20"	"2008"	"2008"	103	2808076	3.668
	"Kansas"	"20"	"2009"	"2009"	160	2832704	5.648
	"Kansas"	"20"	"2010"	"2010"	111	2853118	3.890
	"Kansas"	"20"	"2011"	"2011"	131	2871238	4.562
	"Kansas"	"20"	"2012"	"2012"	184	2885905	6.376
	"Kansas"	"20"	"2013"	"2013"	171	2893957	5.909
	"Kansas"	"20"	"2014"	"2014"	188	2904021	6.474
	"Kansas"	"20"	"2015"	"2015"	167	2911641	5.736
	"Kansas"	"20"	"2016"	"2016"	164	2907289	5.641
	"Kansas"	"20"	"2017"	"2017"	159	2913123	5.458
	"Kansas"	"20"	"2018"	"2018"	168	2911505	5.770
	"Kansas"	"20"	"2019"	"2019"	199	2913314	6.831
	"Kansas"	"20"	"2020 "	"2020"	278	2913805	9.541
	"Kentucky"	"21"	"1999"	"1999"	56	4018053	1.394
	"Kentucky"	"21"	"2000"	"2000"	94	4041769	2.326
	"Kentucky"	"21"	"2001"	"2001"	149	4068132	3.663
	"Kentucky"	"21"	"2002"	"2002"	185	4089875	4.523
	"Kentucky"	"21"	"2003"	"2003"	242	4117170	5.878
	"Kentucky"	"21"	"2004"	"2004"	237	4146101	5.716
	"Kentucky"	"21"	"2005"	"2005"	294	4182742	7.029
	"Kentucky"	"21"	"2006"	"2006"	343	4219239	8.129
	"Kentucky"	"21"	"2007"	"2007"	356	4256672	8.363
	"Kentucky"	"21"	"2008"	"2008"	377	4289878	8.788
	"Kentucky"	"21"	"2009"	"2009"	455	4317074	10.540
	"Kentucky"	"21"	"2010"	"2010"	624	4339367	14.380
	"Kentucky"	"21"	"2011"	"2011"	707	4369356	16.181
	"Kentucky"	"21"	"2012"	"2012"	713	4380415	16.277
	"Kentucky"	"21"	"2013"	"2013"	689	4395295	15.676
	"Kentucky"	"21"	"2014"	"2014"	762	4413457	17.265
	"Kentucky"	"21"	"2015"	"2015"	911	4425092	20.587
	"Kentucky"	"21"	"2016"	"2016"	1012	4436974	22.808
	"Kentucky"	"21"	"2017"	"2017"	1190	4454189	26.716
	"Kentucky"	"21"	"2018"	"2018"	1012	4468402	22.648
	"Kentucky"	"21"	"2019"	"2019"	1063	4467673	23.793
	"Kentucky"	"21"	"2020 "	"2020"	1744	4477251	38.952
	"Louisiana"	"22"	"1999"	"1999"	30	4460811	0.673
	"Louisiana"	"22"	"2000"	"2000"	53	4468976	1.186
	"Louisiana"	"22"	"2001"	"2001"	87	4477875	1.943
	"Louisiana"	"22"	"2002"	"2002"	105	4497267	2.335
	"Louisiana"	"22"	"2003"	"2003"	131	4521042	2.898
	"Louisiana"	"22"	"2004"	"2004"	158	4552238	3.471
	"Louisiana"	"22"	"2005"	"2005"	185	4576628	4.042
	"Louisiana"	"22"	"2006"	"2006"	203	4302665	4.718
	"Louisiana"	"22"	"2007"	"2007"	228	4375581	5.211
	"Louisiana"	"22"	"2008"	"2008"	141	4435586	3.179
	"Louisiana"	"22"	"2009"	"2009"	131	4491648	2.917
	"Louisiana"	"22"	"2010"	"2010"	130	4533372	2.868
	"Louisiana"	"22"	"2011"	"2011"	121	4574836	2.645
	"Louisiana"	"22"	"2012"	"2012"	180	4601893	3.911
	"Louisiana"	"22"	"2013"	"2013"	270	4625470	5.837
	"Louisiana"	"22"	"2014"	"2014"	266	4649676	5.721
	"Louisiana"	"22"	"2015"	"2015"	296	4670724	6.337
	"Louisiana"	"22"	"2016"	"2016"	359	4681666	7.668
	"Louisiana"	"22"	"2017"	"2017"	437	4684333	9.329
	"Louisiana"	"22"	"2018"	"2018"	465	4659978	9.979
	"Louisiana"	"22"	"2019"	"2019"	581	4648794	12.498
	"Louisiana"	"22"	"2020 "	"2020"	975	4645318	20.989
	"Maine"	"23"	"1999"	"1999"	32	1266808	2.526
	"Maine"	"23"	"2000"	"2000"	42	1274923	3.294
	"Maine"	"23"	"2001"	"2001"	61	1285692	4.745
	"Maine"	"23"	"2002"	"2002"	100	1295960	7.716
	"Maine"	"23"	"2003"	"2003"	92	1306513	7.042
	"Maine"	"23"	"2004"	"2004"	105	1313688	7.993
	"Maine"	"23"	"2005"	"2005"	124	1318787	9.403
	"Maine"	"23"	"2006"	"2006"	97	1323619	7.328
	"Maine"	"23"	"2007"	"2007"	108	1327040	8.138
	"Maine"	"23"	"2008"	"2008"	108	1330509	8.117
	"Maine"	"23"	"2009"	"2009"	119	1329590	8.950
	"Maine"	"23"	"2010"	"2010"	91	1328361	6.851
	"Maine"	"23"	"2011"	"2011"	95	1328188	7.153
	"Maine"	"23"	"2012"	"2012"	107	1329192	8.050
	"Maine"	"23"	"2013"	"2013"	134	1328302	10.088
